ID,chr,name,fam,str,start,end,chr_size
86.te00288,36,chr36_36.01066,2,+,997474,998038,2682183
86.te00139,36,chr36_36.01069,2,+,1026030,1026581,2682183
86.te00140,36,chr36_36.01070,2,-,1038392,1038933,2682183
86.te00142,36,chr36_36.01072,2,-,1084645,1085044,2682183
86.te00143,36,chr36_36.01073,2,-,1110464,1110866,2682183
86.te00145,36,chr36_36.01075,2,-,1121789,1122202,2682183
86.te00146,36,chr36_36.01076,2,-,1130476,1130884,2682183
86.te00147,36,chr36_36.01077,2,-,1154355,1154778,2682183
86.te00151,36,chr36_36.01080,2,-,1301316,1301897,2682183
86.te00155,36,chr36_36.01083,2,-,1404297,1404876,2682183
86.te00156,36,chr36_36.01084,2,+,1409822,1410395,2682183
86.te00157,36,chr36_36.01085,2,+,1460723,1461333,2682183
86.te00159,36,chr36_36.01087,2,-,1513973,1514565,2682183
86.te00160,36,chr36_36.01088,2,+,1529778,1530361,2682183
86.te00164,36,chr36_36.01092,2,+,1573130,1573329,2682183
86.te00166,36,chr36_36.01094,2,+,1604513,1605071,2682183
86.te00167,36,chr36_36.01095,2,-,1627695,1628224,2682183
86.te00170,36,chr36_36.01098,2,+,1671431,1671994,2682183
86.te00173,36,chr36_36.01100,2,+,1764346,1764960,2682183
86.te00175,36,chr36_36.01102,2,+,1771696,1772335,2682183
86.te00176,36,chr36_36.01103,2,+,1789862,1790129,2682183
86.te00182,36,chr36_36.01109,2,+,1885590,1886168,2682183
86.te00184,36,chr36_36.01111,2,+,1907674,1908283,2682183
86.te00187,36,chr36_36.01113,2,-,1938645,1939198,2682183
86.te00189,36,chr36_36.01114,2,-,1981246,1981818,2682183
86.te00191,36,chr36_36.01116,2,-,2010807,2011317,2682183
86.te00194,36,chr36_36.01119,2,-,2081903,2082493,2682183
86.te00198,36,chr36_36.01122,2,-,2132585,2133219,2682183
86.te00200,36,chr36_36.01124,2,-,2138067,2138445,2682183
86.te00203,36,chr36_36.01125,2,+,2175021,2175274,2682183
86.te00204,36,chr36_36.01126,2,+,2182614,2182915,2682183
86.te00206,36,chr36_36.01128,2,-,2246356,2246916,2682183
86.te00207,36,chr36_36.01129,2,+,2265105,2265688,2682183
86.te00210,36,chr36_36.01132,2,-,2292375,2292864,2682183
86.te00213,36,chr36_36.01133,2,-,2346633,2347201,2682183
86.te00214,36,chr36_36.01134,2,-,2394622,2395109,2682183
86.te00217,36,chr36_36.01137,2,-,2442201,2442731,2682183
86.te00218,36,chr36_36.01138,2,-,2471638,2472088,2682183
86.te00219,36,chr36_36.01139,2,-,2496551,2497046,2682183
86.te00225,36,chr36_36.01145,2,-,2571585,2572178,2682183
86.te00227,36,chr36_36.01147,2,-,2577836,2578366,2682183
86.te00228,36,chr36_36.01148,2,-,2585844,2586424,2682183
86.te00229,36,chr36_36.01149,2,-,2595361,2595982,2682183
86.te00232,36,chr36_36.01152,2,-,2602295,2602922,2682183
86.te00233,36,chr36_36.01153,2,-,2629891,2630480,2682183
86.te00235,36,chr36_36.01154,2,-,2644826,2645451,2682183
